row_id,column,clean_value,final_value,error_type
17158,fnlwgt,411797,469092,unintentional
17708,fnlwgt,297847,357282,unintentional
17769,fnlwgt,278763,327816,unintentional
18156,fnlwgt,174018,123570,unintentional
18684,fnlwgt,346963,407613,unintentional
18751,fnlwgt,20179,-30828,unintentional
18895,fnlwgt,304906,335053,unintentional
18979,fnlwgt,174752,110760,unintentional
18980,fnlwgt,229364,272129,unintentional
19343,fnlwgt,55294,8317,unintentional
19505,fnlwgt,225334,263055,unintentional
19679,fnlwgt,173730,116242,unintentional
19721,fnlwgt,214542,253785,unintentional
19760,fnlwgt,106705,31273,unintentional
19966,fnlwgt,53197,6179,unintentional
20427,fnlwgt,177305,133409,unintentional
20432,fnlwgt,106705,48684,unintentional
20502,fnlwgt,169638,125164,unintentional
20593,fnlwgt,278403,326310,unintentional
20828,fnlwgt,31023,-37362,unintentional
20832,fnlwgt,261979,309816,unintentional
20851,fnlwgt,233193,271913,unintentional
21065,fnlwgt,174789,130325,unintentional
21082,fnlwgt,22428,-40049,unintentional
21307,fnlwgt,196013,223971,unintentional
21341,fnlwgt,165309,144976,unintentional
21360,fnlwgt,127671,75057,unintentional
21560,fnlwgt,284651,336544,unintentional
21613,fnlwgt,174626,123708,unintentional
21883,fnlwgt,348430,401661,unintentional
22119,fnlwgt,391329,434923,unintentional
22386,fnlwgt,168475,111986,unintentional
22404,fnlwgt,87584,28753,unintentional
22498,fnlwgt,138594,92770,unintentional
22614,fnlwgt,41809,5976,unintentional
22645,fnlwgt,164707,104558,unintentional
23151,fnlwgt,170154,108777,unintentional
23186,fnlwgt,160625,98335,unintentional
23322,fnlwgt,141896,98117,unintentional
23459,fnlwgt,335453,380390,unintentional
23704,fnlwgt,99146,27264,unintentional
23747,fnlwgt,352606,411822,unintentional
24269,fnlwgt,166740,104265,unintentional
24293,fnlwgt,48885,-7403,unintentional
24640,fnlwgt,36214,-21536,unintentional
24844,fnlwgt,194690,233311,unintentional
25368,fnlwgt,165814,112236,unintentional
25600,fnlwgt,144594,66892,unintentional
25669,fnlwgt,235124,286972,unintentional
25857,fnlwgt,136997,73517,unintentional
25966,fnlwgt,32426,-31797,unintentional
25969,fnlwgt,186634,128047,unintentional
26060,fnlwgt,250536,306382,unintentional
26454,fnlwgt,105614,79998,unintentional
26491,fnlwgt,282095,315389,unintentional
26589,fnlwgt,113436,43869,unintentional
26604,fnlwgt,101978,58198,unintentional
26610,fnlwgt,188293,140841,unintentional
26735,fnlwgt,340148,379845,unintentional
26807,fnlwgt,502316,576642,unintentional
26812,fnlwgt,26756,-33158,unintentional
26971,fnlwgt,190532,219335,unintentional
27114,fnlwgt,201603,237909,unintentional
27193,fnlwgt,183612,136056,unintentional
27299,fnlwgt,240124,276361,unintentional
27423,fnlwgt,344351,377820,unintentional
27481,fnlwgt,289653,319964,unintentional
27489,fnlwgt,251905,329586,unintentional
27712,fnlwgt,172071,133675,unintentional
27964,fnlwgt,177457,152031,unintentional
28113,fnlwgt,339142,391173,unintentional
28117,fnlwgt,586657,636499,unintentional
28134,fnlwgt,321959,361694,unintentional
28242,fnlwgt,129573,71954,unintentional
28297,fnlwgt,145290,106307,unintentional
28300,fnlwgt,235829,280407,unintentional
28436,fnlwgt,122109,88993,unintentional
28478,fnlwgt,142871,100986,unintentional
28717,fnlwgt,50648,22397,unintentional
28854,fnlwgt,363677,426537,unintentional
29159,fnlwgt,131608,76504,unintentional
29188,fnlwgt,75333,26702,unintentional
29266,fnlwgt,119409,59774,unintentional
29828,fnlwgt,185846,126705,unintentional
30184,fnlwgt,76767,37307,unintentional
30753,fnlwgt,31740,-9370,unintentional
30959,fnlwgt,341835,393273,unintentional
31245,fnlwgt,413345,459762,unintentional
31332,fnlwgt,280966,335833,unintentional
31372,fnlwgt,194861,251644,unintentional
31553,fnlwgt,372636,417516,unintentional
31563,fnlwgt,174308,128087,unintentional
31682,fnlwgt,165510,109019,unintentional
31708,fnlwgt,147258,81164,unintentional
32032,fnlwgt,144750,107685,unintentional
32048,fnlwgt,81232,18246,unintentional
32462,fnlwgt,93272,40548,unintentional
32863,fnlwgt,162404,102856,unintentional
32884,fnlwgt,145231,112360,unintentional
32969,fnlwgt,249585,292847,unintentional
32986,fnlwgt,199240,280719,unintentional
33122,fnlwgt,74949,20195,unintentional
33139,fnlwgt,77698,26157,unintentional
33221,fnlwgt,220836,270497,unintentional
33284,fnlwgt,205005,252352,unintentional
33357,fnlwgt,223433,280724,unintentional
33445,fnlwgt,94662,65605,unintentional
33451,fnlwgt,179666,125949,unintentional
33491,fnlwgt,170866,126309,unintentional
33499,fnlwgt,149102,76686,unintentional
33618,fnlwgt,70754,7378,unintentional
33808,fnlwgt,281860,320665,unintentional
33839,fnlwgt,36302,-10419,unintentional
34082,fnlwgt,66686,8845,unintentional
34319,fnlwgt,195136,230779,unintentional
34336,fnlwgt,375313,407767,unintentional
34693,fnlwgt,156996,107807,unintentional
34740,fnlwgt,116358,78437,unintentional
34997,fnlwgt,203408,236009,unintentional
35368,fnlwgt,111423,70388,unintentional
35382,fnlwgt,54800,15025,unintentional
35386,fnlwgt,175696,109314,unintentional
35456,fnlwgt,31095,-23318,unintentional
35515,fnlwgt,213081,253108,unintentional
35591,fnlwgt,160369,123190,unintentional
35620,fnlwgt,136787,80747,unintentional
35651,fnlwgt,101468,57607,unintentional
35881,fnlwgt,167864,119506,unintentional
35922,fnlwgt,206600,242474,unintentional
36414,fnlwgt,198050,253652,unintentional
36424,fnlwgt,109307,68769,unintentional
36673,fnlwgt,219034,283585,unintentional
36719,fnlwgt,103064,47435,unintentional
36806,fnlwgt,47707,-3952,unintentional
36961,fnlwgt,186385,126221,unintentional
37535,fnlwgt,324568,349305,unintentional
37734,fnlwgt,170276,116087,unintentional
37912,fnlwgt,45801,-24570,unintentional
38042,fnlwgt,210064,277126,unintentional
38500,fnlwgt,476334,524513,unintentional
38533,fnlwgt,160173,110750,unintentional
38581,fnlwgt,195994,251298,unintentional
38692,fnlwgt,163346,114774,unintentional
38716,fnlwgt,85126,23848,unintentional
38733,fnlwgt,355954,389685,unintentional
38996,fnlwgt,103406,56054,unintentional
39269,fnlwgt,196280,255269,unintentional
39341,fnlwgt,257042,301696,unintentional
39498,fnlwgt,184975,144012,unintentional
39841,fnlwgt,58683,8970,unintentional
39937,fnlwgt,176047,119707,unintentional
40112,fnlwgt,267521,323556,unintentional
40374,fnlwgt,91964,43097,unintentional
40652,fnlwgt,146834,95878,unintentional
40679,fnlwgt,213668,257855,unintentional
40919,fnlwgt,187454,159533,unintentional
41187,fnlwgt,229015,253632,unintentional
41252,fnlwgt,183898,144358,unintentional
41331,fnlwgt,162228,118616,unintentional
41363,fnlwgt,175674,121240,unintentional
41366,fnlwgt,122206,94263,unintentional
41406,fnlwgt,130466,97511,unintentional
41518,fnlwgt,97306,34943,unintentional
41840,fnlwgt,129529,66874,unintentional
42033,fnlwgt,247600,281610,unintentional
42753,fnlwgt,234901,290516,unintentional
42768,fnlwgt,59287,1845,unintentional
43468,fnlwgt,369909,416763,unintentional
44028,fnlwgt,121004,75024,unintentional
44343,fnlwgt,263094,316760,unintentional
44399,fnlwgt,151382,98190,unintentional
44509,fnlwgt,153534,112047,unintentional
44675,fnlwgt,141453,93021,unintentional
44925,fnlwgt,373628,420135,unintentional
45026,fnlwgt,589809,637663,unintentional
45187,fnlwgt,109004,57934,unintentional
45203,fnlwgt,85815,38730,unintentional
45308,fnlwgt,56004,28635,unintentional
45398,fnlwgt,287315,346299,unintentional
45491,fnlwgt,233280,283181,unintentional
45569,fnlwgt,100790,50696,unintentional
45682,fnlwgt,188650,129819,unintentional
45837,fnlwgt,78261,13560,unintentional
45887,fnlwgt,241951,270927,unintentional
46043,fnlwgt,118712,86907,unintentional
46243,fnlwgt,43479,11031,unintentional
46414,fnlwgt,65624,31540,unintentional
46528,fnlwgt,180284,145504,unintentional
46601,fnlwgt,415051,466686,unintentional
46902,fnlwgt,100135,81506,unintentional
46917,fnlwgt,176077,121466,unintentional
47048,fnlwgt,122066,53162,unintentional
47135,fnlwgt,172822,120633,unintentional
47526,fnlwgt,117473,62373,unintentional
47541,fnlwgt,47086,-6535,unintentional
47610,fnlwgt,138332,96438,unintentional
47642,fnlwgt,109633,47351,unintentional
48127,fnlwgt,152461,107356,unintentional
48143,fnlwgt,499935,535979,unintentional
48177,fnlwgt,41837,-8364,unintentional
48224,fnlwgt,88095,35516,unintentional
48357,fnlwgt,293971,330667,unintentional
48467,fnlwgt,283079,329234,unintentional
48552,fnlwgt,201495,258261,unintentional
161,hours-per-week,40,39,unintentional
186,hours-per-week,45,48,unintentional
257,hours-per-week,40,39,unintentional
269,hours-per-week,20,18,unintentional
285,hours-per-week,48,51,unintentional
309,hours-per-week,84,87,unintentional
342,hours-per-week,40,40,unintentional
362,hours-per-week,25,24,unintentional
382,hours-per-week,35,34,unintentional
418,hours-per-week,40,39,unintentional
484,hours-per-week,35,34,unintentional
492,hours-per-week,60,63,unintentional
928,hours-per-week,70,72,unintentional
948,hours-per-week,55,58,unintentional
1043,hours-per-week,40,39,unintentional
1109,hours-per-week,40,39,unintentional
1189,hours-per-week,17,17,unintentional
1233,hours-per-week,56,59,unintentional
1251,hours-per-week,40,39,unintentional
1316,hours-per-week,40,39,unintentional
1322,hours-per-week,40,39,unintentional
1333,hours-per-week,40,39,unintentional
1417,hours-per-week,40,39,unintentional
1559,hours-per-week,40,40,unintentional
1567,hours-per-week,40,40,unintentional
1573,hours-per-week,38,38,unintentional
1654,hours-per-week,50,53,unintentional
1859,hours-per-week,40,39,unintentional
2047,hours-per-week,48,50,unintentional
2085,hours-per-week,30,29,unintentional
2114,hours-per-week,43,46,unintentional
2137,hours-per-week,40,38,unintentional
2302,hours-per-week,70,73,unintentional
2327,hours-per-week,10,8,unintentional
2439,hours-per-week,60,64,unintentional
2494,hours-per-week,60,63,unintentional
2518,hours-per-week,35,34,unintentional
2521,hours-per-week,40,39,unintentional
2540,hours-per-week,60,62,unintentional
2653,hours-per-week,35,34,unintentional
2807,hours-per-week,45,48,unintentional
3001,hours-per-week,55,57,unintentional
3263,hours-per-week,50,53,unintentional
3282,hours-per-week,35,34,unintentional
3336,hours-per-week,40,39,unintentional
3348,hours-per-week,25,24,unintentional
3442,hours-per-week,40,39,unintentional
3450,hours-per-week,45,49,unintentional
3501,hours-per-week,18,17,unintentional
3701,hours-per-week,40,39,unintentional
3726,hours-per-week,35,34,unintentional
3781,hours-per-week,40,39,unintentional
3821,hours-per-week,40,38,unintentional
4064,hours-per-week,50,53,unintentional
4142,hours-per-week,48,51,unintentional
4161,hours-per-week,53,56,unintentional
4172,hours-per-week,45,48,unintentional
4271,hours-per-week,40,40,unintentional
4316,hours-per-week,50,54,unintentional
4511,hours-per-week,40,38,unintentional
4570,hours-per-week,40,39,unintentional
4609,hours-per-week,40,39,unintentional
4623,hours-per-week,40,39,unintentional
4686,hours-per-week,40,39,unintentional
4751,hours-per-week,30,29,unintentional
4785,hours-per-week,70,73,unintentional
4924,hours-per-week,40,40,unintentional
5014,hours-per-week,40,39,unintentional
5232,hours-per-week,40,39,unintentional
5299,hours-per-week,40,38,unintentional
5394,hours-per-week,20,20,unintentional
5469,hours-per-week,40,39,unintentional
5658,hours-per-week,37,36,unintentional
5710,hours-per-week,50,52,unintentional
5820,hours-per-week,50,53,unintentional
5871,hours-per-week,40,39,unintentional
6047,hours-per-week,40,39,unintentional
6294,hours-per-week,40,39,unintentional
6367,hours-per-week,15,14,unintentional
6398,hours-per-week,40,39,unintentional
6451,hours-per-week,50,52,unintentional
6499,hours-per-week,30,29,unintentional
6535,hours-per-week,60,63,unintentional
6685,hours-per-week,40,40,unintentional
6699,hours-per-week,40,40,unintentional
6765,hours-per-week,64,66,unintentional
6771,hours-per-week,40,39,unintentional
6916,hours-per-week,37,35,unintentional
6963,hours-per-week,40,39,unintentional
6978,hours-per-week,40,39,unintentional
7058,hours-per-week,40,40,unintentional
7078,hours-per-week,1,0,unintentional
7199,hours-per-week,35,35,unintentional
7241,hours-per-week,40,39,unintentional
7316,hours-per-week,40,39,unintentional
7356,hours-per-week,60,63,unintentional
7379,hours-per-week,40,40,unintentional
7393,hours-per-week,12,11,unintentional
7478,hours-per-week,40,39,unintentional
7543,hours-per-week,40,40,unintentional
7590,hours-per-week,99,103,unintentional
7836,hours-per-week,60,63,unintentional
7843,hours-per-week,60,62,unintentional
7908,hours-per-week,45,48,unintentional
8131,hours-per-week,44,47,unintentional
8172,hours-per-week,80,83,unintentional
8184,hours-per-week,40,39,unintentional
8207,hours-per-week,30,29,unintentional
8389,hours-per-week,20,19,unintentional
8535,hours-per-week,36,35,unintentional
8585,hours-per-week,45,48,unintentional
8616,hours-per-week,35,34,unintentional
8894,hours-per-week,40,38,unintentional
8910,hours-per-week,40,39,unintentional
9008,hours-per-week,20,20,unintentional
9045,hours-per-week,37,36,unintentional
9134,hours-per-week,20,19,unintentional
9239,hours-per-week,40,39,unintentional
9297,hours-per-week,40,40,unintentional
9532,hours-per-week,40,39,unintentional
9550,hours-per-week,40,40,unintentional
9680,hours-per-week,30,29,unintentional
9962,hours-per-week,40,40,unintentional
10085,hours-per-week,18,16,unintentional
10147,hours-per-week,35,34,unintentional
10223,hours-per-week,16,15,unintentional
10291,hours-per-week,20,18,unintentional
10342,hours-per-week,40,39,unintentional
10363,hours-per-week,40,39,unintentional
10484,hours-per-week,50,52,unintentional
10625,hours-per-week,55,57,unintentional
10907,hours-per-week,45,49,unintentional
11048,hours-per-week,45,47,unintentional
11207,hours-per-week,40,39,unintentional
11304,hours-per-week,50,53,unintentional
11394,hours-per-week,25,24,unintentional
11705,hours-per-week,40,39,unintentional
11955,hours-per-week,40,39,unintentional
12129,hours-per-week,32,31,unintentional
12297,hours-per-week,40,39,unintentional
12419,hours-per-week,30,29,unintentional
12494,hours-per-week,40,38,unintentional
12496,hours-per-week,40,39,unintentional
12575,hours-per-week,40,39,unintentional
12587,hours-per-week,60,64,unintentional
12639,hours-per-week,40,39,unintentional
12957,hours-per-week,40,39,unintentional
12959,hours-per-week,40,39,unintentional
13194,hours-per-week,45,48,unintentional
13287,hours-per-week,50,53,unintentional
13363,hours-per-week,43,46,unintentional
13383,hours-per-week,17,17,unintentional
13633,hours-per-week,40,39,unintentional
13663,hours-per-week,48,51,unintentional
13680,hours-per-week,60,63,unintentional
13973,hours-per-week,40,39,unintentional
14072,hours-per-week,40,38,unintentional
14089,hours-per-week,40,39,unintentional
14096,hours-per-week,40,39,unintentional
14102,hours-per-week,20,18,unintentional
14117,hours-per-week,25,24,unintentional
14318,hours-per-week,21,20,unintentional
14320,hours-per-week,55,58,unintentional
14365,hours-per-week,50,54,unintentional
14376,hours-per-week,40,39,unintentional
14418,hours-per-week,40,39,unintentional
14483,hours-per-week,40,39,unintentional
14523,hours-per-week,40,39,unintentional
14546,hours-per-week,99,102,unintentional
14602,hours-per-week,40,39,unintentional
14622,hours-per-week,55,58,unintentional
14693,hours-per-week,35,34,unintentional
14847,hours-per-week,40,40,unintentional
15090,hours-per-week,40,39,unintentional
15206,hours-per-week,54,57,unintentional
15245,hours-per-week,40,39,unintentional
15252,hours-per-week,40,40,unintentional
15302,hours-per-week,45,48,unintentional
15437,hours-per-week,40,39,unintentional
15628,hours-per-week,40,39,unintentional
15683,hours-per-week,30,29,unintentional
15739,hours-per-week,20,19,unintentional
15767,hours-per-week,40,39,unintentional
15776,hours-per-week,45,48,unintentional
15923,hours-per-week,40,38,unintentional
15924,hours-per-week,14,13,unintentional
15980,hours-per-week,40,39,unintentional
16013,hours-per-week,40,39,unintentional
16124,hours-per-week,38,36,unintentional
16136,hours-per-week,40,39,unintentional
16185,hours-per-week,60,63,unintentional
16265,hours-per-week,40,38,unintentional
16269,hours-per-week,40,40,unintentional
16300,hours-per-week,45,48,unintentional
16314,hours-per-week,40,38,unintentional
16601,hours-per-week,40,38,unintentional
16615,hours-per-week,40,39,unintentional
16626,hours-per-week,42,46,unintentional
16728,hours-per-week,40,40,unintentional
16811,hours-per-week,46,50,unintentional
16814,hours-per-week,50,53,unintentional
16873,hours-per-week,48,52,unintentional
16916,hours-per-week,14,14,unintentional
17088,hours-per-week,47,50,unintentional
17259,hours-per-week,40,39,unintentional
17331,hours-per-week,40,39,unintentional
17340,hours-per-week,47,50,unintentional
17344,hours-per-week,40,39,unintentional
17431,hours-per-week,30,29,unintentional
17445,hours-per-week,40,39,unintentional
17453,hours-per-week,99,102,unintentional
17505,hours-per-week,72,75,unintentional
17542,hours-per-week,48,51,unintentional
17677,hours-per-week,40,39,unintentional
17679,hours-per-week,45,48,unintentional
17701,hours-per-week,50,53,unintentional
17749,hours-per-week,60,62,unintentional
17775,hours-per-week,40,39,unintentional
17793,hours-per-week,35,35,unintentional
17989,hours-per-week,45,48,unintentional
18125,hours-per-week,40,39,unintentional
18622,hours-per-week,40,39,unintentional
18843,hours-per-week,45,49,unintentional
18950,hours-per-week,40,39,unintentional
18956,hours-per-week,40,40,unintentional
19089,hours-per-week,30,29,unintentional
19319,hours-per-week,55,57,unintentional
19345,hours-per-week,40,40,unintentional
19361,hours-per-week,38,37,unintentional
19505,hours-per-week,35,34,unintentional
19738,hours-per-week,25,24,unintentional
19834,hours-per-week,40,40,unintentional
19882,hours-per-week,45,48,unintentional
19907,hours-per-week,38,37,unintentional
19948,hours-per-week,45,48,unintentional
20360,hours-per-week,38,37,unintentional
20407,hours-per-week,45,48,unintentional
20425,hours-per-week,40,39,unintentional
20439,hours-per-week,28,27,unintentional
20441,hours-per-week,40,39,unintentional
20450,hours-per-week,40,38,unintentional
20530,hours-per-week,30,28,unintentional
20606,hours-per-week,40,39,unintentional
20866,hours-per-week,40,39,unintentional
20886,hours-per-week,40,40,unintentional
21011,hours-per-week,38,37,unintentional
21093,hours-per-week,40,40,unintentional
21277,hours-per-week,40,39,unintentional
21647,hours-per-week,70,73,unintentional
21697,hours-per-week,30,29,unintentional
21729,hours-per-week,60,63,unintentional
21732,hours-per-week,40,40,unintentional
21890,hours-per-week,40,40,unintentional
21969,hours-per-week,40,39,unintentional
22105,hours-per-week,40,39,unintentional
22262,hours-per-week,25,24,unintentional
22332,hours-per-week,10,9,unintentional
22357,hours-per-week,40,40,unintentional
22373,hours-per-week,23,22,unintentional
22572,hours-per-week,45,48,unintentional
22578,hours-per-week,28,27,unintentional
22666,hours-per-week,50,53,unintentional
22978,hours-per-week,40,39,unintentional
23145,hours-per-week,60,63,unintentional
23163,hours-per-week,32,31,unintentional
23223,hours-per-week,50,52,unintentional
23240,hours-per-week,40,38,unintentional
23381,hours-per-week,80,84,unintentional
23382,hours-per-week,56,59,unintentional
23495,hours-per-week,40,39,unintentional
23590,hours-per-week,40,39,unintentional
23771,hours-per-week,40,40,unintentional
23811,hours-per-week,25,23,unintentional
23936,hours-per-week,25,24,unintentional
23985,hours-per-week,25,24,unintentional
24038,hours-per-week,60,63,unintentional
24156,hours-per-week,40,39,unintentional
24186,hours-per-week,40,38,unintentional
24245,hours-per-week,40,39,unintentional
24265,hours-per-week,60,64,unintentional
24693,hours-per-week,60,63,unintentional
24740,hours-per-week,40,40,unintentional
24802,hours-per-week,24,24,unintentional
24837,hours-per-week,40,38,unintentional
24893,hours-per-week,30,29,unintentional
24938,hours-per-week,30,30,unintentional
24949,hours-per-week,40,39,unintentional
25050,hours-per-week,40,39,unintentional
25091,hours-per-week,40,39,unintentional
25275,hours-per-week,40,39,unintentional
25299,hours-per-week,40,38,unintentional
25419,hours-per-week,15,14,unintentional
25440,hours-per-week,60,62,unintentional
25728,hours-per-week,45,47,unintentional
25752,hours-per-week,33,32,unintentional
25911,hours-per-week,40,39,unintentional
26026,hours-per-week,20,19,unintentional
26174,hours-per-week,40,39,unintentional
26220,hours-per-week,50,53,unintentional
26348,hours-per-week,60,64,unintentional
26451,hours-per-week,40,40,unintentional
26516,hours-per-week,40,39,unintentional
26531,hours-per-week,40,38,unintentional
26808,hours-per-week,40,39,unintentional
26831,hours-per-week,45,48,unintentional
26930,hours-per-week,40,39,unintentional
26987,hours-per-week,40,40,unintentional
27219,hours-per-week,35,34,unintentional
27472,hours-per-week,45,48,unintentional
27539,hours-per-week,20,20,unintentional
27661,hours-per-week,50,54,unintentional
27675,hours-per-week,40,39,unintentional
27714,hours-per-week,40,39,unintentional
27836,hours-per-week,50,53,unintentional
27901,hours-per-week,55,57,unintentional
28002,hours-per-week,40,40,unintentional
28211,hours-per-week,52,55,unintentional
28315,hours-per-week,48,51,unintentional
28365,hours-per-week,40,39,unintentional
28427,hours-per-week,45,48,unintentional
28484,hours-per-week,40,39,unintentional
28521,hours-per-week,40,39,unintentional
28671,hours-per-week,40,39,unintentional
28673,hours-per-week,40,40,unintentional
28721,hours-per-week,48,52,unintentional
28951,hours-per-week,30,29,unintentional
28992,hours-per-week,40,39,unintentional
29286,hours-per-week,80,83,unintentional
29419,hours-per-week,40,39,unintentional
29458,hours-per-week,15,13,unintentional
29587,hours-per-week,25,24,unintentional
29695,hours-per-week,40,39,unintentional
29772,hours-per-week,50,53,unintentional
29796,hours-per-week,30,29,unintentional
29954,hours-per-week,40,40,unintentional
29979,hours-per-week,40,38,unintentional
29997,hours-per-week,45,49,unintentional
30007,hours-per-week,60,63,unintentional
30174,hours-per-week,35,34,unintentional
30264,hours-per-week,45,47,unintentional
30286,hours-per-week,25,23,unintentional
30376,hours-per-week,45,47,unintentional
30403,hours-per-week,13,12,unintentional
30477,hours-per-week,40,39,unintentional
30654,hours-per-week,40,39,unintentional
30680,hours-per-week,60,62,unintentional
30716,hours-per-week,70,73,unintentional
30722,hours-per-week,30,29,unintentional
30984,hours-per-week,40,38,unintentional
31213,hours-per-week,65,68,unintentional
31277,hours-per-week,40,39,unintentional
31568,hours-per-week,20,19,unintentional
31643,hours-per-week,38,38,unintentional
31819,hours-per-week,40,39,unintentional
31912,hours-per-week,40,39,unintentional
31913,hours-per-week,46,49,unintentional
32023,hours-per-week,35,34,unintentional
32028,hours-per-week,40,40,unintentional
32124,hours-per-week,32,32,unintentional
32160,hours-per-week,40,39,unintentional
32218,hours-per-week,42,45,unintentional
32387,hours-per-week,44,47,unintentional
32589,hours-per-week,25,24,unintentional
32593,hours-per-week,20,19,unintentional
32596,hours-per-week,40,38,unintentional
32760,hours-per-week,45,49,unintentional
32829,hours-per-week,40,39,unintentional
32831,hours-per-week,40,39,unintentional
32915,hours-per-week,65,67,unintentional
33037,hours-per-week,30,29,unintentional
33453,hours-per-week,50,53,unintentional
33471,hours-per-week,40,39,unintentional
33598,hours-per-week,40,39,unintentional
33859,hours-per-week,40,39,unintentional
34229,hours-per-week,35,33,unintentional
34308,hours-per-week,30,29,unintentional
34309,hours-per-week,50,53,unintentional
34534,hours-per-week,38,37,unintentional
34620,hours-per-week,40,39,unintentional
34717,hours-per-week,40,39,unintentional
35208,hours-per-week,40,39,unintentional
35282,hours-per-week,40,38,unintentional
35284,hours-per-week,10,8,unintentional
35303,hours-per-week,5,4,unintentional
35388,hours-per-week,40,39,unintentional
35412,hours-per-week,40,40,unintentional
35566,hours-per-week,37,36,unintentional
35644,hours-per-week,45,48,unintentional
35699,hours-per-week,40,39,unintentional
35836,hours-per-week,40,38,unintentional
35914,hours-per-week,40,39,unintentional
35937,hours-per-week,40,39,unintentional
36085,hours-per-week,80,84,unintentional
36461,hours-per-week,40,39,unintentional
36479,hours-per-week,37,36,unintentional
36590,hours-per-week,40,39,unintentional
36771,hours-per-week,60,63,unintentional
36917,hours-per-week,50,53,unintentional
37019,hours-per-week,50,53,unintentional
37028,hours-per-week,20,19,unintentional
37400,hours-per-week,40,39,unintentional
37497,hours-per-week,48,51,unintentional
37514,hours-per-week,35,34,unintentional
37763,hours-per-week,60,63,unintentional
37874,hours-per-week,50,53,unintentional
38071,hours-per-week,40,39,unintentional
38073,hours-per-week,60,63,unintentional
38146,hours-per-week,22,21,unintentional
38353,hours-per-week,40,39,unintentional
38388,hours-per-week,40,40,unintentional
38415,hours-per-week,40,38,unintentional
38660,hours-per-week,40,39,unintentional
38674,hours-per-week,40,39,unintentional
38679,hours-per-week,38,37,unintentional
38772,hours-per-week,40,38,unintentional
38924,hours-per-week,45,46,unintentional
39021,hours-per-week,40,39,unintentional
39100,hours-per-week,40,40,unintentional
39285,hours-per-week,55,58,unintentional
39310,hours-per-week,35,34,unintentional
39527,hours-per-week,12,11,unintentional
39548,hours-per-week,15,14,unintentional
39615,hours-per-week,40,39,unintentional
39738,hours-per-week,40,39,unintentional
39742,hours-per-week,40,39,unintentional
39772,hours-per-week,50,53,unintentional
39788,hours-per-week,20,19,unintentional
39796,hours-per-week,6,5,unintentional
39803,hours-per-week,40,39,unintentional
40128,hours-per-week,40,39,unintentional
40163,hours-per-week,40,40,unintentional
40260,hours-per-week,40,39,unintentional
40485,hours-per-week,40,39,unintentional
40600,hours-per-week,50,54,unintentional
40632,hours-per-week,40,39,unintentional
40730,hours-per-week,40,39,unintentional
40797,hours-per-week,20,19,unintentional
40900,hours-per-week,40,40,unintentional
41055,hours-per-week,40,39,unintentional
41090,hours-per-week,40,39,unintentional
41140,hours-per-week,40,38,unintentional
41165,hours-per-week,40,39,unintentional
41296,hours-per-week,35,35,unintentional
41329,hours-per-week,20,18,unintentional
41360,hours-per-week,40,38,unintentional
41464,hours-per-week,30,29,unintentional
41477,hours-per-week,40,40,unintentional
41491,hours-per-week,42,45,unintentional
41545,hours-per-week,40,39,unintentional
41629,hours-per-week,51,54,unintentional
41671,hours-per-week,25,25,unintentional
41703,hours-per-week,50,53,unintentional
41806,hours-per-week,40,40,unintentional
41980,hours-per-week,55,57,unintentional
42019,hours-per-week,45,48,unintentional
42052,hours-per-week,25,24,unintentional
42618,hours-per-week,40,39,unintentional
42646,hours-per-week,40,39,unintentional
42659,hours-per-week,40,40,unintentional
42660,hours-per-week,40,39,unintentional
42695,hours-per-week,40,39,unintentional
42746,hours-per-week,32,31,unintentional
42786,hours-per-week,35,33,unintentional
42814,hours-per-week,38,37,unintentional
42993,hours-per-week,20,19,unintentional
43053,hours-per-week,35,34,unintentional
43250,hours-per-week,10,9,unintentional
43266,hours-per-week,40,39,unintentional
43273,hours-per-week,16,15,unintentional
43294,hours-per-week,40,38,unintentional
43336,hours-per-week,40,39,unintentional
43363,hours-per-week,55,59,unintentional
43458,hours-per-week,40,38,unintentional
43480,hours-per-week,50,52,unintentional
43739,hours-per-week,40,39,unintentional
43748,hours-per-week,50,52,unintentional
43888,hours-per-week,49,53,unintentional
43890,hours-per-week,55,58,unintentional
43925,hours-per-week,40,39,unintentional
43941,hours-per-week,50,54,unintentional
44122,hours-per-week,40,39,unintentional
44214,hours-per-week,46,49,unintentional
44511,hours-per-week,40,39,unintentional
44541,hours-per-week,40,39,unintentional
44913,hours-per-week,16,15,unintentional
45073,hours-per-week,45,49,unintentional
45101,hours-per-week,40,39,unintentional
45160,hours-per-week,40,39,unintentional
45183,hours-per-week,40,39,unintentional
45196,hours-per-week,45,48,unintentional
45330,hours-per-week,40,39,unintentional
45376,hours-per-week,40,39,unintentional
45381,hours-per-week,40,40,unintentional
45502,hours-per-week,40,38,unintentional
45939,hours-per-week,40,39,unintentional
45989,hours-per-week,40,39,unintentional
46110,hours-per-week,40,40,unintentional
46127,hours-per-week,40,39,unintentional
46222,hours-per-week,40,39,unintentional
46316,hours-per-week,40,39,unintentional
46351,hours-per-week,40,39,unintentional
46367,hours-per-week,40,39,unintentional
46702,hours-per-week,50,53,unintentional
46778,hours-per-week,15,14,unintentional
46993,hours-per-week,40,39,unintentional
47073,hours-per-week,60,63,unintentional
47186,hours-per-week,35,35,unintentional
47188,hours-per-week,25,24,unintentional
47309,hours-per-week,50,53,unintentional
47313,hours-per-week,40,39,unintentional
