row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,intent_label,predicted_intent
127,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
127,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
127,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
127,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
127,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
128,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
128,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
128,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
128,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
128,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
129,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
129,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
129,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
129,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
129,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
130,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
130,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
130,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
130,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
130,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
131,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
131,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
131,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
131,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
131,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
132,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
132,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
132,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
132,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
132,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
133,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
133,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
133,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
133,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
133,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
134,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
134,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
134,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
134,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
134,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
135,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
135,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
135,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
135,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
135,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
136,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
136,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
136,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
136,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
136,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
137,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
137,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
137,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
137,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
137,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
138,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
138,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
138,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
138,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
138,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
139,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
139,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
139,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
139,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
139,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
140,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
140,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
140,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
140,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
140,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
141,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
141,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
141,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
141,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
141,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
142,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
142,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
142,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
142,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
142,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
143,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
143,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
143,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
143,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
143,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
144,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
144,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
144,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
144,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
144,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
145,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
145,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
145,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
145,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
145,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
146,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
146,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
146,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
146,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
146,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
147,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
147,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
147,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
147,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
147,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
148,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
148,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
148,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
148,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
148,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
149,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
149,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
149,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
149,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
149,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
150,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
150,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
150,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
150,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
150,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
151,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
151,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
151,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
151,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
151,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
152,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
152,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
152,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
152,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
152,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
153,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
153,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
153,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
153,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
153,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
154,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
154,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
154,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
154,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
154,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
155,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
155,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
155,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
155,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
155,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
156,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
156,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
156,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
156,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
156,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
157,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
157,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
157,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
157,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
157,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
158,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
158,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
158,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
158,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
158,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
159,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
159,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
159,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
159,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
159,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
160,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
160,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
160,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
160,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
160,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
161,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
161,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
161,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
161,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
161,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
162,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
162,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
162,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
162,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
162,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
163,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
163,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
163,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
163,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
163,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
164,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
164,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
164,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
164,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
164,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
165,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
165,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
165,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
165,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
165,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
166,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
166,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
166,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
166,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
166,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,
167,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
167,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
167,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
167,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
167,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
168,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
168,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
168,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
168,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
168,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
169,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
169,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
169,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
169,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
169,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
170,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
170,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
170,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
170,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
170,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
171,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
171,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
171,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
171,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
171,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
172,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
172,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
172,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
172,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
172,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
173,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
173,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
173,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
173,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
173,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
174,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
174,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
174,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
174,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
174,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
175,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
175,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
175,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
175,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
175,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
176,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
176,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
176,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
176,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
176,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
177,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
177,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
177,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
177,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
177,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
178,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
178,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
178,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
178,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
178,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
179,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
179,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
179,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
179,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
179,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
180,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
180,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
180,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
180,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
180,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
181,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
181,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
181,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
181,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
181,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
182,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
182,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
182,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
182,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
182,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
183,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
183,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
183,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
183,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
183,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
184,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
184,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
184,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
184,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
184,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
185,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
185,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
185,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
185,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
185,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
186,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
186,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
186,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
186,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
186,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
187,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
187,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
187,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
187,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
187,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
188,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
188,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
188,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
188,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
188,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
189,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
189,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
189,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
189,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,1,1.0
189,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,1,1.0
190,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,1,1.0
190,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,1,1.0
190,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,1,1.0
