manip_index,correct_index,feature,ground_truth,predicted,mismatch_type,record_value,correct_value
15576,5192,occupation,1,-1,FN,, ?
15617,5205,occupation,1,-1,FN,, Other-service
15629,5209,occupation,1,-1,FN,Tech-support, Sales
15652,5217,occupation,1,-1,FN,, Other-service
15666,5222,occupation,1,-1,FN,, Adm-clerical
15686,5228,occupation,1,-1,FN,, Machine-op-inspct
15701,5233,occupation,1,-1,FN,, Adm-clerical
15716,5238,occupation,1,-1,FN,Craft-repair, Other-service
15737,5245,occupation,1,-1,FN,—, Sales
15742,5247,occupation,1,-1,FN,—, Tech-support
15751,5250,occupation,1,-1,FN,, Adm-clerical
15799,5266,occupation,1,-1,FN,, Craft-repair
15825,5275,occupation,-1,1,FP,Adm-clerical, ?
15847,5282,occupation,1,-1,FN,—, Adm-clerical
15872,5290,occupation,1,-1,FN,, Transport-moving
15877,5292,occupation,1,-1,FN,, Adm-clerical
15886,5295,occupation,-1,1,FP,Adm-clerical, ?
15889,5296,occupation,1,-1,FN,, Adm-clerical
15903,5301,occupation,1,-1,FN,, Adm-clerical
15927,5309,occupation,1,-1,FN,, Adm-clerical
15963,5321,occupation,1,-1,FN,—, Transport-moving
15974,5324,occupation,1,-1,FN,Craft-repair, Transport-moving
16014,5338,occupation,1,-1,FN,, Adm-clerical
16085,5361,occupation,1,-1,FN,Exec-managerial, Farming-fishing
16098,5366,occupation,1,-1,FN,Sales, ?
16110,5370,occupation,-1,1,FP,Adm-clerical, ?
16112,5370,occupation,-1,1,FP,Adm-clerical, ?
16151,5383,occupation,1,-1,FN,Armed-Forces, Sales
16177,5392,occupation,1,-1,FN,—, Craft-repair
16195,5398,occupation,1,-1,FN,, Exec-managerial
16203,5401,occupation,1,-1,FN,, Craft-repair
16221,5407,occupation,1,-1,FN,—, Craft-repair
16231,5410,occupation,-1,1,FP,Adm-clerical, ?
16233,5411,occupation,1,-1,FN,, Sales
16253,5417,occupation,1,-1,FN,—, Exec-managerial
16260,5420,occupation,1,-1,FN,, Exec-managerial
16270,5423,occupation,1,-1,FN,Craft-repair, Transport-moving
16282,5427,occupation,1,-1,FN,—, Exec-managerial
16283,5427,occupation,1,-1,FN,Craft-repair, Exec-managerial
16284,5428,occupation,1,-1,FN,, Prof-specialty
16307,5435,occupation,1,-1,FN,, Other-service
16314,5438,occupation,1,-1,FN,, Protective-serv
16320,5440,occupation,1,-1,FN,—, Transport-moving
16367,5455,occupation,1,-1,FN,Tech-support, Other-service
16387,5462,occupation,1,-1,FN,, Transport-moving
16390,5463,occupation,-1,1,FP,Exec-managerial, ?
16428,5476,occupation,1,-1,FN,, Farming-fishing
16435,5478,occupation,1,-1,FN,Prof-specialty, Craft-repair
16466,5488,occupation,1,-1,FN,, Machine-op-inspct
16504,5501,occupation,-1,1,FP,Exec-managerial, ?
16505,5501,occupation,-1,1,FP,Exec-managerial, ?
16542,5514,occupation,1,-1,FN,—, Priv-house-serv
16578,5526,occupation,-1,1,FP,Adm-clerikal, ?
16579,5526,occupation,1,-1,FN,, ?
16594,5531,occupation,1,-1,FN,—, Transport-moving
16611,5537,occupation,1,-1,FN,, Sales
16615,5538,occupation,1,-1,FN,, Exec-managerial
16641,5547,occupation,1,-1,FN,, Adm-clerical
16659,5553,occupation,1,-1,FN,, Prof-specialty
16698,5566,occupation,1,-1,FN,—, Handlers-cleaners
16702,5567,occupation,1,-1,FN,, Craft-repair
16739,5579,occupation,1,-1,FN,Armed-Forces, Craft-repair
16746,5582,occupation,1,-1,FN,—, Sales
16808,5602,occupation,1,-1,FN,—, Sales
16815,5605,occupation,1,-1,FN,, Prof-specialty
16839,5613,occupation,-1,1,FP,Adm-clerical, ?
16841,5613,occupation,1,-1,FN,, ?
16913,5637,occupation,1,-1,FN,Exec-managerial, Adm-clerical
16928,5642,occupation,1,-1,FN,—, Handlers-cleaners
16929,5643,occupation,1,-1,FN,, Craft-repair
16932,5644,occupation,1,-1,FN,, Craft-repair
16937,5645,occupation,1,-1,FN,Exec-managerial, Sales
16959,5653,occupation,1,-1,FN,Adm-clerical, Handlers-cleaners
16961,5653,occupation,1,-1,FN,—, Handlers-cleaners
16977,5659,occupation,1,-1,FN,Sales, ?
16978,5659,occupation,1,-1,FN,—, ?
16993,5664,occupation,1,-1,FN,—, Adm-clerical
17049,5683,occupation,1,-1,FN,—, Sales
17050,5683,occupation,1,-1,FN,Tech-support, Sales
17057,5685,occupation,1,-1,FN,—, Prof-specialty
17059,5686,occupation,1,-1,FN,Prof-specialty, Exec-managerial
17078,5692,occupation,1,-1,FN,Exec-managerial, Prof-specialty
17099,5699,occupation,1,-1,FN,Exec-managerial, Transport-moving
17121,5707,occupation,1,-1,FN,Adm-clerical, ?
17126,5708,occupation,1,-1,FN,—, Exec-managerial
17132,5710,occupation,1,-1,FN,Exec-managerial, Prof-specialty
17135,5711,occupation,1,-1,FN,Sales, Other-service
17137,5712,occupation,1,-1,FN,Exec-managerial, Adm-clerical
17149,5716,occupation,1,-1,FN,Craft-repair, Prof-specialty
17158,5719,occupation,1,-1,FN,Prof-specialty, Exec-managerial
17194,5731,occupation,1,-1,FN,Tech-support, Sales
17204,5734,occupation,1,-1,FN,Exec-managerial, Prof-specialty
17337,5779,occupation,1,-1,FN,—, Other-service
17352,5784,occupation,1,-1,FN,, ?
17400,5800,occupation,1,-1,FN,—, Handlers-cleaners
17417,5805,occupation,1,-1,FN,—, ?
17457,5819,occupation,1,-1,FN,, Craft-repair
17487,5829,occupation,1,-1,FN,, Sales
17501,5833,occupation,1,-1,FN,—, Sales
17553,5851,occupation,-1,1,FP,Adm-clerical, ?
17555,5851,occupation,1,-1,FN,, ?
17582,5860,occupation,1,-1,FN,—, Prof-specialty
17670,5890,occupation,1,-1,FN,, Adm-clerical
17674,5891,occupation,1,-1,FN,—, Prof-specialty
17704,5901,occupation,1,-1,FN,, Adm-clerical
17742,5914,occupation,1,-1,FN,, Prof-specialty
17744,5914,occupation,1,-1,FN,—, Prof-specialty
17782,5927,occupation,1,-1,FN,Unknown, Exec-managerial
17792,5930,occupation,1,-1,FN,, Craft-repair
17823,5941,occupation,1,-1,FN,Exec-managerial, Sales
17835,5945,occupation,-1,1,FP,Handlers-cleaners, ?
17840,5946,occupation,1,-1,FN,Tech-support, Machine-op-inspct
17848,5949,occupation,1,-1,FN,, Prof-specialty
17902,5967,occupation,1,-1,FN,Armed-Forces, Farming-fishing
17916,5972,occupation,-1,1,FP,Adm-clerical, ?
17956,5985,occupation,1,-1,FN,, Farming-fishing
18006,6002,occupation,1,-1,FN,, Handlers-cleaners
18031,6010,occupation,1,-1,FN,—, Adm-clerical
18043,6014,occupation,1,-1,FN,Tech-support, Craft-repair
18086,6028,occupation,1,-1,FN,, Sales
18087,6029,occupation,-1,1,FP,Craft-repair, ?
18093,6031,occupation,1,-1,FN,, Prof-specialty
18100,6033,occupation,1,-1,FN,Craft-repair, Adm-clerical
18135,6045,occupation,1,-1,FN,, Sales
18137,6045,occupation,1,-1,FN,Unknown, Sales
18138,6046,occupation,1,-1,FN,, Exec-managerial
18153,6051,occupation,1,-1,FN,—, Machine-op-inspct
18192,6064,occupation,1,-1,FN,, Sales
18227,6075,occupation,1,-1,FN,Exec-managerial, Prof-specialty
18229,6076,occupation,1,-1,FN,Unknown, Prof-specialty
18235,6078,occupation,1,-1,FN,—, Adm-clerical
18293,6097,occupation,1,-1,FN,—, ?
18354,6118,occupation,1,-1,FN,, Prof-specialty
18363,6121,occupation,1,-1,FN,, Exec-managerial
18466,6155,occupation,1,-1,FN,, Handlers-cleaners
18508,6169,occupation,1,-1,FN,, Exec-managerial
18523,6174,occupation,1,-1,FN,Craft-repair, Farming-fishing
18524,6174,occupation,1,-1,FN,Armed-Forces, Farming-fishing
18562,6187,occupation,1,-1,FN,Prof-specialty, Exec-managerial
18623,6207,occupation,1,-1,FN,Tech-supprt, Tech-support
18634,6211,occupation,1,-1,FN,, Other-service
18664,6221,occupation,1,-1,FN,Exec-managerial, Craft-repair
18671,6223,occupation,1,-1,FN,—, Handlers-cleaners
18711,6237,occupation,1,-1,FN,—, Other-service
18735,6245,occupation,1,-1,FN,—, Handlers-cleaners
18738,6246,occupation,1,-1,FN,—, Other-service
18740,6246,occupation,1,-1,FN,, Other-service
18763,6254,occupation,1,-1,FN,, Craft-repair
18873,6291,occupation,1,-1,FN,, Craft-repair
18875,6291,occupation,1,-1,FN,—, Craft-repair
18907,6302,occupation,1,-1,FN,Prof-specialty, Exec-managerial
18917,6305,occupation,1,-1,FN,, Transport-moving
18955,6318,occupation,1,-1,FN,, Sales
18992,6330,occupation,1,-1,FN,, Sales
19012,6337,occupation,1,-1,FN,, Adm-clerical
19030,6343,occupation,1,-1,FN,Farming--fishing, Farming-fishing
19059,6353,occupation,1,-1,FN,—, Exec-managerial
19143,6381,occupation,1,-1,FN,, Prof-specialty
19151,6383,occupation,1,-1,FN,Tech-support, Sales
19152,6384,occupation,1,-1,FN,—, Other-service
19154,6384,occupation,1,-1,FN,, Other-service
19182,6394,occupation,1,-1,FN,—, Craft-repair
19188,6396,occupation,-1,1,FP,Adm-clerical, ?
19215,6405,occupation,1,-1,FN,—, Adm-clerical
19261,6420,occupation,1,-1,FN,, ?
19267,6422,occupation,1,-1,FN,Prof-specialty, Exec-managerial
19286,6428,occupation,1,-1,FN,, Prof-specialty
19319,6439,occupation,1,-1,FN,Exec-managerial, Sales
19372,6457,occupation,1,-1,FN,Exec-managerial, Prof-specialty
19395,6465,occupation,1,-1,FN,—, Transport-moving
19403,6467,occupation,1,-1,FN,Tech-support, Craft-repair
19466,6488,occupation,1,-1,FN,, Tech-support
19507,6502,occupation,1,-1,FN,Craft-repair, Handlers-cleaners
53,17,relationship,1,-1,FN,Unknown, Husband
89,29,relationship,1,-1,FN,, Own-child
265,88,relationship,1,-1,FN,, Not-in-family
274,91,relationship,1,-1,FN,—, Wife
331,110,relationship,1,-1,FN,Other-relative, Not-in-family
337,112,relationship,1,-1,FN,—, Own-child
620,206,relationship,1,-1,FN,Husbnd, Husband
671,223,relationship,1,-1,FN,—, Husband
730,243,relationship,1,-1,FN,Not-in-family, Husband
788,262,relationship,-1,1,FP,Not-in-famly, Not-in-family
828,276,relationship,1,-1,FN,—, Husband
839,279,relationship,-1,1,FP,Nit-in-family, Not-in-family
855,285,relationship,1,-1,FN,—, Husband
878,292,relationship,1,-1,FN,—, Own-child
937,312,relationship,1,-1,FN,Unknown, Husband
1481,493,relationship,1,-1,FN,Unknown, Own-child
1619,539,relationship,-1,1,FP,Husband, Wife
2284,761,relationship,1,-1,FN,, Husband
2398,799,relationship,1,-1,FN,, Husband
2459,819,relationship,-1,1,FP,Wife, Husband
2492,830,relationship,1,-1,FN,, Wife
2503,834,relationship,1,-1,FN,—, Husband
2812,937,relationship,1,-1,FN,, Husband
3157,1052,relationship,1,-1,FN,—, Husband
3532,1177,relationship,1,-1,FN,, Wife
3808,1269,relationship,1,-1,FN,, Husband
3824,1274,relationship,1,-1,FN,Unknown, Not-in-family
3835,1278,relationship,1,-1,FN,Unknown, Husband
4185,1395,relationship,1,-1,FN,, Other-relative
4207,1402,relationship,1,-1,FN,—, Husband
4258,1419,relationship,1,-1,FN,, Husband
4528,1509,relationship,1,-1,FN,, Husband
4735,1578,relationship,1,-1,FN,, Husband
4813,1604,relationship,1,-1,FN,, Husband
4898,1632,relationship,-1,1,FP,Husbamd, Husband
5533,1844,relationship,1,-1,FN,, Husband
6052,2017,relationship,1,-1,FN,—, Wife
6082,2027,relationship,1,-1,FN,, Other-relative
6257,2085,relationship,1,-1,FN,, Husband
6473,2157,relationship,1,-1,FN,, Husband
6752,2250,relationship,-1,1,FP,Married, Unmarried
6848,2282,relationship,-1,1,FP,Husbanda, Husband
7414,2471,relationship,1,-1,FN,, Husband
7535,2511,relationship,1,-1,FN,Not-in-family, Own-child
7661,2553,relationship,-1,1,FP,Wife, Husband
8078,2692,relationship,1,-1,FN,, Husband
8153,2717,relationship,1,-1,FN,Other-relat, Other-relative
8273,2757,relationship,-1,1,FP,Unmarid, Unmarried
8610,2870,relationship,1,-1,FN,—, Husband
8666,2888,relationship,-1,1,FP,Wife, Husband
8670,2890,relationship,1,-1,FN,, Own-child
8842,2947,relationship,1,-1,FN,Unknown, Husband
8888,2962,relationship,-1,1,FP,Wifo, Wife
9172,3057,relationship,1,-1,FN,, Wife
9310,3103,relationship,1,-1,FN,Hus--d, Husband
9355,3118,relationship,1,-1,FN,, Husband
9437,3145,relationship,1,-1,FN,—, Wife
9512,3170,relationship,1,-1,FN,—, Husband
9557,3185,relationship,1,-1,FN,—, Husband
10080,3360,relationship,1,-1,FN,—, Husband
10410,3470,relationship,1,-1,FN,—, Wife
10577,3525,relationship,1,-1,FN,, Husband
10857,3619,relationship,1,-1,FN,, Wife
10921,3640,relationship,1,-1,FN,—, Unmarried
10962,3654,relationship,1,-1,FN,—, Husband
11144,3714,relationship,-1,1,FP,Not-in-famly, Not-in-family
11384,3794,relationship,1,-1,FN,Unknown, Husband
11410,3803,relationship,1,-1,FN,Not-in-family, Husband
11450,3816,relationship,-1,1,FP,Not-familly, Not-in-family
11462,3820,relationship,1,-1,FN,, Husband
11634,3878,relationship,1,-1,FN,—, Husband
11656,3885,relationship,1,-1,FN,Not-in-family, Husband
11760,3920,relationship,1,-1,FN,—, Wife
12224,4074,relationship,-1,1,FP,Not-in-famly, Not-in-family
12301,4100,relationship,1,-1,FN,, Own-child
12553,4184,relationship,1,-1,FN,, Husband
12590,4196,relationship,1,-1,FN,Own-c, Own-child
12635,4211,relationship,1,-1,FN,Unknown, Own-child
12658,4219,relationship,1,-1,FN,, Husband
12734,4244,relationship,-1,1,FP,Unmarriad, Unmarried
12994,4331,relationship,1,-1,FN,Unknown, Wife
13007,4335,relationship,1,-1,FN,, Husband
13012,4337,relationship,1,-1,FN,, Husband
13016,4338,relationship,-1,1,FP,N-in-family, Unmarried
13095,4365,relationship,1,-1,FN,Unknown, Own-child
13428,4476,relationship,1,-1,FN,, Husband
13708,4569,relationship,1,-1,FN,, Own-child
13835,4611,relationship,1,-1,FN,—, Husband
13879,4626,relationship,1,-1,FN,Other-relative, Own-child
14098,4699,relationship,1,-1,FN,—, Husband
14351,4783,relationship,-1,1,FP,Ow-child, Own-child
14855,4951,relationship,1,-1,FN,, Husband
15146,5048,relationship,-1,1,FP,Nt-in-family, Not-in-family
15182,5060,relationship,-1,1,FP,Husband, Wife
15349,5116,relationship,1,-1,FN,—, Husband
15617,5205,relationship,1,-1,FN,Unknown, Husband
15652,5217,relationship,1,-1,FN,—, Wife
15737,5245,relationship,1,-1,FN,, Own-child
15799,5266,relationship,1,-1,FN,Unknown, Own-child
15851,5283,relationship,-1,1,FP,Husbandd, Husband
15872,5290,relationship,1,-1,FN,, Husband
15877,5292,relationship,1,-1,FN,, Husband
15905,5301,relationship,-1,1,FP,Married, Unmarried
16195,5398,relationship,1,-1,FN,, Wife
16908,5636,relationship,1,-1,FN,Female, Wife
16993,5664,relationship,1,-1,FN,Unknown, Wife
17059,5686,relationship,1,-1,FN,, Husband
17172,5724,relationship,1,-1,FN,Husband, Wife
17417,5805,relationship,1,-1,FN,, Husband
17501,5833,relationship,1,-1,FN,—, Husband
17704,5901,relationship,1,-1,FN,, Husband
17994,5998,relationship,1,-1,FN,—, Wife
18032,6010,relationship,1,-1,FN,Unknown, Wife
18169,6056,relationship,1,-1,FN,, Husband
18354,6118,relationship,1,-1,FN,—, Wife
18907,6302,relationship,1,-1,FN,—, Husband
18992,6330,relationship,1,-1,FN,, Own-child
19151,6383,relationship,1,-1,FN,Other-relative, Not-in-family
19293,6431,relationship,1,-1,FN,—, Wife
19372,6457,relationship,1,-1,FN,, Husband
729,243,race,1,-1,FN,, White
735,245,race,1,-1,FN,—, Black
1122,374,race,1,-1,FN,, Amer-Indian-Eskimo
1508,502,race,-1,1,FP,Blac, White
1910,636,race,-1,1,FP,Asian-Pac-Islander, Black
2015,671,race,-1,1,FP,Whit, White
2198,732,race,-1,1,FP,Othe, Other
2237,745,race,-1,1,FP,Whitf, White
2394,798,race,1,-1,FN,, Black
2475,825,race,1,-1,FN,, White
2538,846,race,1,-1,FN,White, Asian-Pac-Islander
2657,885,race,-1,1,FP,Blite, White
2763,921,race,1,-1,FN,—, Other
2855,951,race,-1,1,FP,Blite, White
2973,991,race,1,-1,FN,, Black
3144,1048,race,1,-1,FN,, White
3146,1048,race,1,-1,FN,Unknown, White
3219,1073,race,1,-1,FN,White, Asian-Pac-Islander
3462,1154,race,1,-1,FN,, Asian-Pac-Islander
3552,1184,race,1,-1,FN,, White
3827,1275,race,-1,1,FP,Blank, White
3918,1306,race,1,-1,FN,White, Asian-Pac-Islander
4185,1395,race,1,-1,FN,, Black
4233,1411,race,1,-1,FN,White, Asian-Pac-Islander
4251,1417,race,1,-1,FN,, Asian-Pac-Islander
4319,1439,race,-1,1,FP,Blaek, Black
4416,1472,race,1,-1,FN,, Asian-Pac-Islander
4493,1497,race,-1,1,FP,Whit, White
4550,1516,race,-1,1,FP,Blac, White
4580,1526,race,1,-1,FN,White, Asian-Pac-Islander
4766,1588,race,1,-1,FN,White, Black
4917,1639,race,1,-1,FN,, Black
5070,1690,race,-1,1,FP,Nack, Black
5105,1701,race,-1,1,FP,Blank, White
5309,1769,race,-1,1,FP,Whitfe, White
5315,1771,race,-1,1,FP,Whitw, White
5373,1791,race,1,-1,FN,, Black
5396,1798,race,-1,1,FP,Asian-Pac-Islander, White
5589,1863,race,1,-1,FN,, White
5591,1863,race,1,-1,FN,Unknown, White
5765,1921,race,-1,1,FP,Blac, White
5967,1989,race,1,-1,FN,White, Black
6254,2084,race,-1,1,FP,Whit, White
6563,2187,race,-1,1,FP,Blac, White
6668,2222,race,-1,1,FP,Whit, Black
6687,2229,race,1,-1,FN,White, Black
6833,2277,race,-1,1,FP,Blac, White
6869,2289,race,-1,1,FP,Blite, White
6978,2326,race,1,-1,FN,, Amer-Indian-Eskimo
7026,2342,race,1,-1,FN,, Black
7160,2386,race,-1,1,FP,Whit, White
7233,2411,race,1,-1,FN,, White
7422,2474,race,1,-1,FN,, White
7625,2541,race,-1,1,FP,Black, White
8133,2711,race,1,-1,FN,White, Black
8223,2741,race,1,-1,FN,, Black
8273,2757,race,-1,1,FP,Blite, White
8495,2831,race,-1,1,FP,White, Black
8561,2853,race,-1,1,FP,Blck, White
8872,2957,race,1,-1,FN,White, Asian-Pac-Islander
8897,2965,race,1,-1,FN,White, Black
9440,3146,race,-1,1,FP,Blank, White
9444,3148,race,1,-1,FN,, White
9661,3220,race,1,-1,FN,White, Black
10080,3360,race,1,-1,FN,, Amer-Indian-Eskimo
10142,3380,race,-1,1,FP,Blite, White
10433,3477,race,-1,1,FP,Blite, White
10595,3531,race,-1,1,FP,Blac, White
10803,3601,race,1,-1,FN,, Black
10857,3619,race,1,-1,FN,—, Black
10893,3631,race,1,-1,FN,, White
11144,3714,race,-1,1,FP,Blank, White
11411,3803,race,-1,1,FP,Blank, White
11639,3879,race,-1,1,FP,Blank, White
11754,3918,race,1,-1,FN,, Black
11760,3920,race,1,-1,FN,, White
11993,3997,race,-1,1,FP,Whitf, White
11996,3998,race,-1,1,FP,Blite, White
12122,4040,race,-1,1,FP,Whit, White
12264,4088,race,1,-1,FN,, Amer-Indian-Eskimo
12495,4165,race,1,-1,FN,, Asian-Pac-Islander
12554,4184,race,-1,1,FP,Blite, White
12611,4203,race,-1,1,FP,Black, White
12659,4219,race,-1,1,FP,Blite, White
12936,4312,race,1,-1,FN,, White
13125,4375,race,1,-1,FN,, Asian-Pac-Islander
13130,4376,race,-1,1,FP,Whitw, White
13275,4425,race,1,-1,FN,, Black
13652,4550,race,-1,1,FP,Blite, White
13848,4616,race,1,-1,FN,, Asian-Pac-Islander
13947,4649,race,1,-1,FN,, White
14060,4686,race,1,-1,FN,Asian-Pac-Islander, Black
14189,4729,race,-1,1,FP,Blac, White
14555,4851,race,-1,1,FP,Black, White
14586,4862,race,1,-1,FN,, White
14773,4924,race,-1,1,FP,Asian-Pac-Islandr, Asian-Pac-Islander
14841,4947,race,1,-1,FN,, White
15173,5057,race,-1,1,FP,Whitw, White
15179,5059,race,-1,1,FP,Blite, White
15512,5170,race,-1,1,FP,Blite, White
15602,5200,race,-1,1,FP,Blite, White
15621,5207,race,1,-1,FN,, Asian-Pac-Islander
15798,5266,race,1,-1,FN,, White
15929,5309,race,-1,1,FP,Blite, White
15950,5316,race,-1,1,FP,Black, White
15953,5317,race,-1,1,FP,WhitMale, White
16154,5384,race,-1,1,FP,Black, White
16215,5405,race,1,-1,FN,, White
16217,5405,race,1,-1,FN,—, White
16635,5545,race,1,-1,FN,, White
16661,5553,race,-1,1,FP,Blac, White
16872,5624,race,1,-1,FN,, White
16943,5647,race,1,-1,FN,White, Black
16997,5665,race,1,-1,FN,Unknown, White
17056,5685,race,1,-1,FN,Asian-Pac-Islander, White
17086,5695,race,1,-1,FN,White, Black
17091,5697,race,1,-1,FN,, White
17093,5697,race,1,-1,FN,Unknown, White
17156,5718,race,1,-1,FN,White, Black
17173,5724,race,1,-1,FN,Black, White
17994,5998,race,1,-1,FN,, White
18008,6002,race,-1,1,FP,Whitw, White
18266,6088,race,1,-1,FN,White, Asian-Pac-Islander
18869,6289,race,-1,1,FP,Amer-Indian, Amer-Indian-Eskimo
19077,6359,race,1,-1,FN,, Black
19293,6431,race,1,-1,FN,, White
19514,6504,race,-1,1,FP,Black, White
155,51,sex,-1,1,FP,Male, Female
229,76,sex,-1,1,FP,Male, Female
278,92,sex,-1,1,FP,Female, Male
527,175,sex,-1,1,FP,Male, Female
590,196,sex,-1,1,FP,Male, Female
729,243,sex,1,-1,FN,—, Male
1122,374,sex,1,-1,FN,—, Male
1270,423,sex,1,-1,FN,Male, Female
1508,502,sex,-1,1,FP,Male, Female
1529,509,sex,1,-1,FN,White, Male
1612,537,sex,1,-1,FN,Female, Male
1728,576,sex,1,-1,FN,Male, Female
1852,617,sex,-1,1,FP,Male, Female
1904,634,sex,-1,1,FP,Female, Male
2015,671,sex,-1,1,FP,Male, Female
2198,732,sex,-1,1,FP,Female, Male
2219,739,sex,-1,1,FP,Female, Male
2237,745,sex,-1,1,FP,Male, Female
2394,798,sex,1,-1,FN,—, Female
2475,825,sex,1,-1,FN,—, Male
2562,854,sex,1,-1,FN,Male, Female
2987,995,sex,-1,1,FP,aMle, Male
3144,1048,sex,1,-1,FN,, Female
3146,1048,sex,1,-1,FN,Unknown, Female
3219,1073,sex,1,-1,FN,Male, Female
3359,1119,sex,-1,1,FP,Male, Female
3462,1154,sex,1,-1,FN,—, Male
3836,1278,sex,-1,1,FP,Female, Male
3977,1325,sex,1,-1,FN,Female, Male
4148,1382,sex,1,-1,FN,Male, Female
4238,1412,sex,1,-1,FN,Male, Female
4319,1439,sex,-1,1,FP,Female, Male
4327,1442,sex,1,-1,FN,Female, Male
4418,1472,sex,-1,1,FP,Male, Female
4445,1481,sex,1,-1,FN,Female, Male
4493,1497,sex,-1,1,FP,Male, Female
4550,1516,sex,-1,1,FP,Female, Male
4600,1533,sex,1,-1,FN,Female, Male
4643,1547,sex,1,-1,FN,Female, Male
4655,1551,sex,-1,1,FP,Female, Male
4766,1588,sex,1,-1,FN,Male, Female
5000,1666,sex,-1,1,FP,Female, Male
5102,1700,sex,-1,1,FP,Male, Female
5105,1701,sex,-1,1,FP,Female, Male
5111,1703,sex,1,-1,FN,Female, Male
5309,1769,sex,-1,1,FP,Male, Female
5315,1771,sex,-1,1,FP,Female, Male
5373,1791,sex,1,-1,FN,—, Female
5380,1793,sex,1,-1,FN,White, Male
5589,1863,sex,1,-1,FN,Male, Female
5765,1921,sex,-1,1,FP,Male, Female
5933,1977,sex,1,-1,FN,White, Male
5947,1982,sex,1,-1,FN,Male, Female
6155,2051,sex,1,-1,FN,Female, Male
6254,2084,sex,-1,1,FP,Male, Female
6287,2095,sex,-1,1,FP,Female, Male
6563,2187,sex,-1,1,FP,Female, Male
6581,2193,sex,1,-1,FN,Female, Male
6668,2222,sex,-1,1,FP,Male, Female
6687,2229,sex,1,-1,FN,Male, Female
6710,2236,sex,1,-1,FN,Female, Male
6770,2256,sex,1,-1,FN,Female, Male
6833,2277,sex,-1,1,FP,Male, Female
6856,2285,sex,1,-1,FN,Female, Male
6967,2322,sex,1,-1,FN,Female, Male
7048,2349,sex,-1,1,FP,eFmale, Female
7097,2365,sex,-1,1,FP,Male, Female
7127,2375,sex,1,-1,FN,Male, Female
7160,2386,sex,-1,1,FP,Male, Female
7166,2388,sex,-1,1,FP,Female, Male
7337,2445,sex,-1,1,FP,Male, Female
7397,2465,sex,-1,1,FP,Female, Male
7444,2481,sex,1,-1,FN,Male, Female
7574,2524,sex,-1,1,FP,Female, Male
7616,2538,sex,-1,1,FP,Female, Male
7826,2608,sex,1,-1,FN,Female, Male
7847,2615,sex,-1,1,FP,Female, Male
7904,2634,sex,1,-1,FN,Male, Female
8018,2672,sex,-1,1,FP,Female, Male
8170,2723,sex,1,-1,FN,Male, Female
8223,2741,sex,1,-1,FN,—, Male
8273,2757,sex,-1,1,FP,Male, Female
8441,2813,sex,1,-1,FN,Male, Female
8495,2831,sex,-1,1,FP,Male, Female
8561,2853,sex,-1,1,FP,Female, Male
8672,2890,sex,-1,1,FP,Male, Female
8897,2965,sex,1,-1,FN,Male, Female
9422,3140,sex,1,-1,FN,Female, Male
9430,3143,sex,1,-1,FN,Female, Male
9440,3146,sex,-1,1,FP,Female, Male
9661,3220,sex,1,-1,FN,Male, Female
9786,3262,sex,1,-1,FN,Male, Female
10160,3386,sex,-1,1,FP,Female, Male
10541,3513,sex,-1,1,FP,Female, Male
10595,3531,sex,-1,1,FP,Malee, Male
10634,3544,sex,-1,1,FP,Female, Male
10995,3665,sex,1,-1,FN,Male, Female
11033,3677,sex,1,-1,FN,Female, Male
11057,3685,sex,1,-1,FN,Male, Female
11077,3692,sex,1,-1,FN,Male, Female
11144,3714,sex,-1,1,FP,Female, Male
11345,3781,sex,-1,1,FP,Male, Female
11754,3918,sex,1,-1,FN,, Female
11993,3997,sex,-1,1,FP,Male, Female
12056,4018,sex,-1,1,FP,Female, Male
12101,4033,sex,1,-1,FN,Male, Female
12122,4040,sex,-1,1,FP,Male, Female
12213,4071,sex,1,-1,FN,Male, Female
12264,4088,sex,1,-1,FN,—, Female
12362,4120,sex,-1,1,FP,Female, Male
12398,4132,sex,-1,1,FP,Male, Female
12664,4221,sex,1,-1,FN,Female, Male
12725,4241,sex,-1,1,FP,Female, Male
12936,4312,sex,1,-1,FN,—, Male
13016,4338,sex,-1,1,FP,Male, Female
13091,4363,sex,-1,1,FP,Female, Male
13125,4375,sex,1,-1,FN,—, Female
13130,4376,sex,-1,1,FP,Female, Male
13154,4384,sex,-1,1,FP,Male, Female
13592,4530,sex,-1,1,FP,Female, Male
13604,4534,sex,-1,1,FP,Mal, Male
13848,4616,sex,1,-1,FN,—, Male
13947,4649,sex,1,-1,FN,—, Female
14000,4666,sex,1,-1,FN,Female, Male
14189,4729,sex,-1,1,FP,Male, Female
14331,4777,sex,1,-1,FN,Male, Female
14362,4787,sex,1,-1,FN,Female, Male
14498,4832,sex,-1,1,FP,Male, Female
14501,4833,sex,-1,1,FP,Male, Female
14681,4893,sex,-1,1,FP,Female, Male
14825,4941,sex,-1,1,FP,Female, Male
14841,4947,sex,1,-1,FN,—, Male
15068,5022,sex,-1,1,FP,Female, Male
15173,5057,sex,-1,1,FP,Male, Female
15218,5072,sex,-1,1,FP,Female, Male
15512,5170,sex,-1,1,FP,Mal, Male
15578,5192,sex,-1,1,FP,Male, Female
15798,5266,sex,1,-1,FN,—, Male
15839,5279,sex,-1,1,FP,Female, Male
