row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,signal_C26,signal_C27,signal_C28,signal_C29,signal_C30,signal_C31,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,intent_label,predicted_intent
2817,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,-1,0,7.0,1.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,87.0,1,1.0
2817,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,-1,0,3.0,0.0,0.0,0.0,3,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0,150.0,1,-1.0
2817,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,-1,0,1.0,1.0,0.0,0.0,3,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,107.0,163.0,1,1.0
2818,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,0,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,129.0,-1,-1.0
2818,race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,-1,-0.5,0,0,1.0,0.0,0.0,0.0,2,0,0.067498680911876,0.5,0.5,0.8,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,21.0,-1,-1.0
2819,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,-1,0,,,0.12716822651073212,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,20.0,0.8333333333333334,-1.0,23.0,3.0,3.1780538303479458,1.3862943611198906,0.0,63.0,86.0,-1,-1.0
2819,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,-1,0,6.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,37.0,-1,-1.0
2820,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.5213077540327575,0.40729528455834496,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,23.0,0.6388888888888888,1.0,35.0,58.0,3.58351893845611,4.07753744390572,0.0,108.0,186.0,1,1.0
2820,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,49.0,-1,-1.0
2820,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,2,1,0.0,0.0,0.6551724137931034,0.0,3,0,0.5478141931009376,1.0,1.0,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,77.0,135.0,1,1.0
2821,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,2,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,43.0,-1,-1.0
2821,race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,-1,-0.5,2,0,1.0,0.0,0.0,0.0,2,0,0.067498680911876,0.5,0.5,0.8,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,2.0,-1,-1.0
2822,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,0,,,0.349295606101929,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,21.0,0.4666666666666667,1.0,44.0,65.0,3.8066624897703196,4.189654742026425,0.0,135.0,203.0,-1,-1.0
2822,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2,0,,,0.013726743464093194,0.0,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,36.0,0.8780487804878049,-1.0,40.0,4.0,3.713572066704308,1.6094379124341003,12.0,96.0,95.0,-1,-1.0
2823,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,4,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0,114.0,-1,-1.0
2823,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,4,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,123.0,105.0,-1,-1.0
2824,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,6,0,,,0.0,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,65.0,2.2413793103448274,1.0,28.0,93.0,3.367295829986474,4.543294782270004,0.0,78.0,241.0,-1,-1.0
2824,hours-per-week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,6,1,,,0.9830698994528898,0.5589488640250975,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,1.0,0.024390243902439025,0.0,40.0,40.0,3.713572066704308,3.713572066704308,12.0,96.0,97.0,-1,1.0
2825,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0.0,6,0,,,0.0,0.0,1,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,101.0,7.214285714285714,1.0,13.0,114.0,2.6390573296152584,4.74493212836325,4.0,15.0,10.0,-1,-1.0
2826,capital-loss,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,7,0,,,0.8944395526446565,0.0,1,0,0.310360322058729,1.0,0.5676198358086161,1.0,0,0,197.0,197.0,1.0,0.0,197.0,0.0,5.288267030694535,11.0,1.0,75.0,-1,1.0
2827,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,1,,,0.9135094741945199,0.6830061845274733,1,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,8.0,0.2857142857142857,1.0,27.0,35.0,3.332204510175204,3.58351893845611,0.0,74.0,108.0,1,1.0
2828,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,6,0,,,0.0,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,359.0,11.966666666666667,1.0,29.0,388.0,3.4011973816621555,5.963579343618446,0.0,82.0,119.0,-1,-1.0
2828,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,6,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,120.0,-1,-1.0
2829,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.9636247058548882,0.46774526797403615,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,19.0,0.31666666666666665,-1.0,59.0,40.0,4.0943445622221,3.713572066704308,0.0,187.0,124.0,1,1.0
2829,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,94.0,-1,
2829,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,3,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,141.0,-1,-1.0
2830,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,0,,,0.15174139050085056,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,43.0,0.8958333333333334,-1.0,47.0,4.0,3.871201010907891,1.6094379124341003,0.0,151.0,123.0,-1,-1.0
2830,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,142.0,145.0,-1,-1.0
2831,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,3,0,1.0,0.0,0.0,0.0,1,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,61.0,-1,-1.0
2832,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,0,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,91.0,1,-1.0
2832,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,0,0,7.0,1.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,149.0,1,1.0
2833,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,2,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0,96.0,-1,-1.0
2833,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2,0,,,0.0,0.0,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,43.0,0.9347826086956522,-1.0,45.0,2.0,3.828641396489095,1.0986122886681098,12.0,113.0,31.0,-1,-1.0
2834,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,,,0.5694851783328627,0.8614073550957324,1,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,16.0,0.42105263157894735,-1.0,37.0,21.0,3.6375861597263857,3.091042453358316,0.0,115.0,48.0,-1,1.0
2835,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,1,0,1.0,0.0,0.0,0.0,2,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,49.0,-1,-1.0
2835,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,1,0,,,0.3099149300162255,0.0,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,25.0,0.6097560975609756,-1.0,40.0,15.0,3.713572066704308,2.772588722239781,12.0,96.0,18.0,-1,-1.0
2836,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,3,0,,,0.0,0.0,2,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,616.0,24.64,1.0,24.0,640.0,3.2188758248682006,6.46302945692067,0.0,66.0,201.0,-1,-1.0
2836,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,3,0,1.0,0.0,0.0,0.0,2,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,95.0,-1,-1.0
2837,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.5213077540327575,0.464796488295222,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,29.0,0.9666666666666667,1.0,29.0,58.0,3.4011973816621555,4.07753744390572,0.0,82.0,186.0,1,1.0
2837,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,3,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,94.0,-1,-1.0
2837,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,3,1,,,0.5522507190134247,0.0,3,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,16.0,0.3902439024390244,-1.0,40.0,24.0,3.713572066704308,3.2188758248682006,12.0,96.0,45.0,1,-1.0
2838,sex,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.25,2,1,0.0,0.0,1.0,0.4,2,0,0.2680057898837924,0.5,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,15.0,1,1.0
2838,native-country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2,1,0.0,0.0,1.0,0.48,2,0,0.14944358051187318,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,86.0,86.0,1,1.0
2839,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,-1,0,7.0,1.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,87.0,1,1.0
2839,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,-1,0,3.0,1.0,0.0,0.0,3,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,154.0,1,-1.0
2839,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,-1,0,1.0,0.0,0.0,0.0,3,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,77.0,155.0,1,-1.0
2840,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,,,0.9380826381846383,0.0,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,7.0,0.1590909090909091,-1.0,43.0,36.0,3.784189633918261,3.6109179126442243,0.0,133.0,111.0,-1,1.0
2840,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,0,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,78.0,-1,-1.0
2840,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,0,0,1.0,0.0,0.0,0.0,3,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0,30.0,-1,-1.0
2841,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,5.0,-1,-1.0
2841,capital-gain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,2,1,,,0.9619117541369997,0.898069103145545,2,0,0.7361455640398512,1.0,0.641513312680501,1.0,0,0,222.0,222.0,1.0,0.0,222.0,0.0,5.407171771460119,10.0,0.0,95.0,-1,1.0
2842,education,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,5,1,0.0,0.0,0.935483870967742,0.68,3,1,0.593571220643098,1.0,1.0,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,75.0,1,1.0
2842,education-num,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,5,1,,,0.6221834259256473,1.0,3,1,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,4.0,0.4,1.0,9.0,13.0,2.302585092994046,2.6390573296152584,4.0,56.0,16.0,1,1.0
2842,hours-per-week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,-1,-0.5,5,0,,,0.0,0.0,3,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,520.0,12.682926829268293,1.0,40.0,560.0,3.713572066704308,6.329720905522696,12.0,96.0,151.0,-1,-1.0
2843,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.7178930659537046,0.6196074214329679,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,9.0,0.21428571428571427,1.0,41.0,50.0,3.7376696182833684,3.9318256327243257,0.0,126.0,162.0,1,1.0
2843,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,2.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,65.0,-1,-1.0
2843,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,2,0,1.0,0.0,0.0,0.0,3,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,160.0,-1,-1.0
2844,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,-1,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,13.0,-1,-1.0
2844,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,-1,0,1.0,0.0,0.0,0.0,3,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,77.0,13.0,-1,-1.0
2844,sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-1,0,1.0,0.0,0.0,0.0,3,0,0.2680057898837924,0.5,0.5,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,4.0,-1,-1.0
2845,education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0.0,3,0,1.0,0.0,0.0,0.0,3,0,0.593571220643098,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,64.0,153.0,-1,-1.0
2845,capital-gain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,3,1,,,0.942277778842118,0.8748272839727006,3,0,0.7361455640398512,1.0,0.641513312680501,1.0,0,0,2500.0,2500.0,1.0,0.0,2500.0,0.0,7.824445930877619,10.0,0.0,114.0,1,1.0
2845,hours-per-week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,3,1,,,0.8015205103273776,0.6655766111838651,3,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,13.0,0.3611111111111111,1.0,35.0,48.0,3.58351893845611,3.8918202981106265,12.0,78.0,123.0,1,1.0
2846,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,,,0.5950272460031127,0.4883867257257357,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,17.0,0.4358974358974359,1.0,38.0,55.0,3.6635616461296463,4.02535169073515,0.0,118.0,176.0,-1,1.0
2846,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,1,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,18.0,-1,-1.0
2846,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0.0,1,0,,,0.0,0.0,3,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,91.0,9.1,1.0,9.0,100.0,2.302585092994046,4.61512051684126,4.0,56.0,4.0,-1,-1.0
2847,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,,,0.9144783778746515,0.913010999474981,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,3.0,0.075,1.0,39.0,42.0,3.6888794541139363,3.7612001156935624,0.0,120.0,129.0,1,1.0
2847,workclass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,5,0,1.0,0.0,0.0,0.0,3,0,0.07999917104733442,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,26.0,-1,-1.0
2847,education,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.6666666666666666,5,1,0.0,0.0,0.6129032258064516,0.04,3,0,0.593571220643098,1.0,1.0,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,84.0,1,1.0
2848,occupation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,-0.3333333333333333,4,0,1.0,0.0,0.0,0.0,2,0,0.5478141931009376,1.0,0.5,0.8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,105.0,-1,-1.0
2848,hours-per-week,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,4,1,,,0.8822991066597773,0.680116758523697,2,0,0.4157457150632492,1.0,0.6336143496260792,0.3,0,0,5.0,0.09803921568627451,-1.0,50.0,45.0,3.9318256327243257,3.828641396489095,12.0,131.0,114.0,1,1.0
2849,age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9135094741945199,0.8112781005558908,3,0,0.7124705367126459,1.0,0.6358503461290571,0.0,1,0,8.0,0.2857142857142857,1.0,27.0,35.0,3.332204510175204,3.58351893845611,0.0,74.0,13.0,-1,1.0
2849,education-num,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0.0,3,0,,,0.0,0.0,3,0,0.608014114587254,0.0,0.6629739090953851,0.3,0,0,131.0,13.1,1.0,9.0,140.0,2.302585092994046,4.948759890378168,4.0,56.0,21.0,-1,-1.0
